ZCTA,population,land_sqmi,density_sqmi
50441,5363,152.554,35.15
58463,570,390.083,1.46
99515,21879,10.582,2067.57
01756,6266,17.772,352.58
38461,1176,70.014,16.8
48446,30807,120.777,255.07
39179,904,81.37,11.11
99223,35848,28.63,1252.11
46923,8036,134.727,59.65
53121,18640,115.185,161.83
24817,1825,11.346,160.85
56361,2590,155.783,16.63
33408,18766,6.809,2756.06
17368,6768,18.332,369.19
15963,10383,97.75,106.22
16927,557,18.866,29.52
16027,441,0.53,832.08
95694,10156,149.195,68.07
75631,2644,117.028,22.59
93618,32223,66.641,483.53
73430,1501,91.053,16.48
97865,968,381.916,2.53
02919,29473,23.542,1251.93
40204,14018,3.245,4319.88
40007,36,11.248,3.2
82845,100,59.521,1.68
46554,4285,70.504,60.78
48350,7866,23.796,330.56
28556,923,45.253,20.4
17314,6431,35.511,181.1
85027,38986,14.059,2773.03
60437,103,19.211,5.36
37132,2698,0.508,5311.02
63114,33703,8.821,3820.77
97130,902,3.132,287.99
44149,21042,11.165,1884.64
48080,21799,4.42,4931.9
97837,71,119.902,0.59
65034,747,34.301,21.78
37690,4720,23.114,204.21
03848,6261,19.78,316.53
17520,5001,1.865,2681.5
57220,676,110.285,6.13
44865,3123,35.498,87.98
04345,12363,72.1,171.47
72572,337,14.204,23.73
82060,384,29.236,13.13
04776,886,85.528,10.36
61051,1521,53.853,28.24
17111,35818,18.416,1944.94
43135,4225,95.316,44.33
62360,1540,35.752,43.07
80247,29453,2.932,10045.36
72055,567,91.982,6.16
07821,9036,43.378,208.31
95469,1503,174.677,8.6
54416,1633,83.008,19.67
97209,21727,1.046,20771.51
62935,2246,55.742,40.29
45688,204,36.711,5.56
50455,360,32.513,11.07
19980,118,,
48445,1170,56.194,20.82
52553,1871,83.482,22.41
39174,525,0.921,570.03
37770,3034,119.002,25.5
98116,28091,2.958,9496.62
86047,13913,1717.561,8.1
76550,13699,531.466,25.78
97039,469,143.135,3.28
71401,44,28.319,1.55
95316,7594,66.528,114.15
52076,2231,97.646,22.85
52220,128,0.461,277.66
08204,16890,20.018,843.74
62613,3659,65.356,55.99
47639,4633,42.999,107.75
48228,52719,8.61,6123
15560,140,0.133,1052.63
33308,27261,4.548,5994.06
50649,5,,
97868,1531,442.3,3.46
39702,23536,100.903,233.25
40207,28633,11.628,2462.42
79080,498,171.831,2.9
85345,61822,13.053,4736.23
74930,1697,73.074,23.22
58644,18,,
65644,1965,80.769,24.33
21770,7815,11.04,707.88
14481,1883,23.769,79.22
25206,174,14.349,12.13
17702,10506,61.903,169.72
75146,25804,33.2,777.23
12480,499,33.936,14.7
50214,684,38.632,17.71
29104,1559,59.701,26.11
44146,29474,20.029,1471.57
97834,1298,208.658,6.22
53093,2025,20.079,100.85
69042,12,42.26,0.28
91377,13656,5.293,2580.01
01542,2572,4.026,638.85
00780,13612,20.121,676.51
08341,2002,2.446,818.48
57374,318,75.297,4.22
26601,3767,131.243,28.7
11973,42,4.378,9.59
35083,4276,36.484,117.2
61052,1160,27.604,42.02
89144,19949,3.926,5081.25
74637,1501,187.429,8.01
39767,537,94.786,5.67
32439,15264,102.77,148.53
65806,14049,2.069,6790.24
85303,34769,6.332,5491
38340,12274,177.818,69.03
43783,5031,60.241,83.51
07650,20192,1.226,16469.82
93604,518,140.674,3.68
02155,61276,8.196,7476.33
03060,32223,6.537,4929.33
26323,423,1.137,372.03
47995,1809,82.368,21.96
73539,157,71.925,2.18
75072,55997,,
02738,5312,14.128,375.99
59482,1002,326.06,3.07
56475,1674,66.989,24.99
12418,321,13.816,23.23
06281,7417,55.478,133.69
50703,18397,93.611,196.53
74543,414,134.732,3.07
60656,28726,3.268,8790.09
57452,174,198.293,0.88
11413,45072,3.104,14520.62
47634,2101,50.476,41.62
48227,39474,7.53,5242.23
70374,6506,49.393,131.72
49905,2138,59.462,35.96
73567,766,4.611,166.12
53518,1470,75.041,19.59
39701,12591,187.3,67.22
02917,15068,21.341,706.06
32228,203,0.129,1573.64
85348,2201,441.919,4.98
73838,634,143.923,4.41
61821,28838,7.522,3833.82
65649,2152,61.68,34.89
11418,36304,1.632,22245.1
70085,4952,38.601,128.29
11367,42210,2.355,17923.57
19808,38334,13.983,2741.47
97070,26363,19.089,1381.06
93530,21,0.763,27.52
50219,14267,117.34,121.59
60974,333,1.336,249.25
62062,8521,6.392,1333.07
45744,2164,54.404,39.78
53544,869,40.021,21.71
83602,0,18.301,0
71449,8818,235.771,37.4
03442,1494,11.364,131.47
06606,50918,5.293,9619.88
46106,9482,27.186,348.78
62230,6406,49.87,128.45
55106,56969,8.653,6583.73
28716,16216,157.959,102.66
93619,53381,178.688,298.74
50020,1277,95.834,13.33
64790,973,79.621,12.22
95823,83254,11.804,7053.03
93609,5071,61.471,82.49
72010,5283,135.761,38.91
45686,3556,92.524,38.43
17768,385,29.381,13.1
85026,0,,
55320,5676,53.132,106.83
53235,9318,2.56,3639.84
97033,126,179.115,0.7
02494,10578,2.766,3824.3
60655,27794,4.405,6309.65
58737,148,136.805,1.08
97040,1877,52.376,35.84
47637,1301,58.054,22.41
52141,1321,83.718,15.78
70377,3386,131.871,25.68
33306,2700,0.846,3191.49
73553,12,43.169,0.28
41832,295,6.401,46.09
87942,1114,147.887,7.53
73835,289,138.843,2.08
03740,1049,34.3,30.58
87322,649,1.855,349.87
21627,25,1.403,17.82
92521,0,,
70086,1516,22.71,66.75
11364,36417,2.468,14755.67
91916,1757,39.795,44.15
19805,40315,5.316,7583.71
47926,916,37.232,24.6
71944,924,41.945,22.03
61346,48,0.157,305.73
73093,3817,52.743,72.37
53572,10441,104.071,100.33
98117,35147,3.854,9119.62
78737,26413,37.945,696.09
10452,76745,0.988,77677.13
06605,25238,2.345,10762.47
50035,9668,45.079,214.47
54874,3813,147.269,25.89
17737,6476,72.059,89.87
51557,788,69.573,11.33
61876,823,43.485,18.93
35575,1046,37.212,28.11
17925,324,0.977,331.63
61432,589,36.829,15.99
28715,28770,77.72,370.17
32437,530,35.182,15.06
78657,7061,39.456,178.96
45715,2024,42.617,47.49
52557,615,0.045,13666.67
15856,883,36.342,24.3
62960,10823,116.304,93.06
54303,27694,10.901,2540.5
58454,426,244.981,1.74
15412,179,2.08,86.06
89424,368,250.325,1.47
41040,6998,146.141,47.89
86333,6425,493.263,13.03
82332,42,141.55,0.3
55302,7348,71.508,102.76
43407,440,14.702,29.93
12416,129,5.085,25.37
81084,39,240.88,0.16
75703,44912,54.248,827.9
74558,388,84.501,4.59
68753,59,146.97,0.4
73944,459,223.272,2.06
95595,307,244.806,1.25
58734,211,188.167,1.12
27050,3701,24.892,148.68
62629,15369,37.981,404.65
52155,1181,106.035,11.14
70363,24668,74.969,329.04
45784,3089,37.453,82.48
67642,1779,230.756,7.71
81049,155,1285.766,0.12
15615,164,0.984,166.67
35974,1998,13.145,152
85924,2336,782.831,2.98
12520,3088,3.953,781.18
21613,18167,155.434,116.88
17365,2755,19.833,138.91
74104,12434,2.722,4567.96
87508,18745,147.73,126.89
58849,1119,253.707,4.41
91915,35385,7.61,4649.8
50116,185,17.011,10.88
27023,13998,27.776,503.96
99152,139,4.66,29.83
47925,22,0.468,47.01
48314,21379,7.705,2774.69
87053,983,287.841,3.42
00730,31976,6.515,4908.06
43940,378,0.614,615.64
53571,227,0.409,555.01
08723,32033,12.044,2659.66
71447,1092,150.665,7.25
53817,212,1.558,136.07
54433,1791,160.478,11.16
45843,3908,100.219,38.99
06608,12558,1.032,12168.6
33029,44109,17.348,2542.6
08750,3624,1.892,1915.43
61875,974,31.775,30.65
22503,4046,87.994,45.98
93446,45859,418.188,109.66
75261,0,,
61431,283,33.555,8.43
38133,21153,12.661,1670.72
32423,886,65.414,13.54
45716,410,0.382,1073.3
78155,53449,354.429,150.8
49026,1642,29.542,55.58
78330,429,17.44,24.6
72179,471,23.407,20.12
11419,46938,1.119,41946.38
00949,66714,17.584,3794.02
89412,100,2929.913,0.03
28478,4591,121.,37.94
23304,11,0.182,60.44
99604,1008,7.945,126.87
74833,539,49.87,10.81
38606,14970,264.371,56.62
98575,133,101.463,1.31
32940,49288,130.076,378.92
12844,207,2.737,75.63
80002,20975,6.159,3405.59
72636,2,0.293,6.83
40502,26593,7.201,3692.96
35749,29297,40.514,723.13
52156,795,42.547,18.69
94610,32675,2.182,14974.79
93402,15085,29.092,518.53
23047,1457,47.347,30.77
65721,34112,97.452,350.04
59531,409,227.773,1.8
15616,433,0.053,8169.81
78205,1653,1.192,1386.74
21541,1147,26.307,43.6
49120,36652,117.442,312.09
40484,12517,130.995,95.55
46723,7575,62.42,121.36
87505,32189,69.227,464.98
50115,2741,170.247,16.1
54450,477,1.669,285.8
67834,866,196.191,4.41
47928,1748,43.246,40.42
18074,5394,18.911,285.23
44281,34073,47.743,713.68
61348,4397,38.129,115.32
44507,4402,1.739,2531.34
68183,0,,
15666,15420,54.98,280.47
43458,274,0.994,275.65
07724,23830,12.415,1919.45
56737,759,191.29,3.97
42170,1506,32.644,46.13
97364,637,0.31,2054.84
56744,572,102.551,5.58
68810,937,19.024,49.25
85140,51078,33.525,1523.58
93449,8024,9.999,802.48
61425,713,30.951,23.04
71320,108,,
73057,2210,87.768,25.18
61010,7494,38.839,192.95
12457,1171,13.973,83.8
24219,10416,72.802,143.07
64739,1074,51.177,20.99
69128,412,430.668,0.96
49029,1420,33.663,42.18
49913,7483,70.065,106.8
69211,305,489.376,0.62
55127,18607,13.503,1377.99
04911,1787,63.743,28.03
27563,5300,70.82,74.84
98040,25282,6.383,3960.83
99608,26,,
